instruction,action
"""Approaching the roundabout, yield to oncoming traffic and take the second exit. Continue straight ahead until you reach the traffic lights by the park, then make a left turn.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on Main Street. Look out for the park on your right as you navigate the curve.""",['Take Exit']
"""Approaching the roundabout, yield to incoming traffic from the left, and take the second exit to continue on Main Street. Look for the clock tower as a landmark on your right-hand side.""",['Take Exit']
"""Take the upcoming left onto Maple Street, and then follow the curve to the right as you approach the historic lighthouse by the waterfront. Please maintain a steady speed and be prepared for any pedestrians crossing the road.""",['Turn Left']
"""Approaching the traffic circle, enter the roundabout and take the second exit towards Main Street. Watch for pedestrians crossing and yield accordingly.""",['Take Exit']
"""Approaching the roundabout, yield to vehicles already inside the circle, then take the second exit to continue on Main Street. Look out for the park on your right as a visual reference.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight ahead past the coffee shop on your right. Look out for pedestrians as you enter the next intersection and proceed with caution.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Once you reach the traffic circle, take the second exit and continue straight on Main Street. Look out for the blue landmark building on your right, that's where you'll make a left turn at the upcoming intersection.""",['Take Exit']
"4. ""Approaching the upcoming roundabout, yield to the traffic already in the circle and then take the second exit to continue on the main road.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit towards the downtown area. Look out for pedestrians crossing the street near the fountain and be prepared to brake if necessary.""","['Take Exit', 'Slow Down']"
"""Approaching the roundabout, yield to oncoming traffic and take the second exit. Continue straight until you reach the traffic lights, then make a left turn onto Maple Street.""",['Take Exit']
"""Make a left turn at the third traffic light after the school zone ends, and continue for 2 miles until you reach the roundabout. Take the second exit to stay on the main road, then navigate through the construction zone by following the detour signs.""","['Turn Left', 'Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit towards the residential area. Watch for pedestrians crossing the road.""",['Take Exit']
"""Approaching the traffic circle, yield to vehicles already inside, then take the second exit towards the beach. Watch out for pedestrians and bicyclists crossing.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight ahead, following the signs for the airport. Watch out for pedestrians crossing the street on your right as you navigate the roundabout smoothly.""",['Take Exit']
"""Approaching the traffic circle, yield to vehicles already inside, then take the second exit onto Main Street. Continue for two miles until you reach the white church on your right, then make a left turn at the next traffic light.""",['Take Exit']
"""Turn left at the traffic light where you'll see a blue sign pointing towards the airport. Stay in the left lane and follow the road as it curves to the right past the park.""",['Turn Left']
"""Approaching the traffic circle, yield to oncoming traffic and take the second exit towards the residential area. Watch for pedestrians crossing the street as you proceed.""",['Take Exit']
"""Continue on this road until you reach the traffic circle, then take the second exit towards the downtown area. Look out for the clock tower on your right as you approach the city center.""",['Take Exit']
"""Proceed through the roundabout and take the second exit, then follow the road as it curves to the left leading towards the bridge. Watch out for pedestrians at the crosswalk before continuing onwards.""",['Take Exit']
"""Take the next left turn after the traffic light, then follow the winding road up the hill. When you reach the fork, stay to the right and continue past the old barn on your left.""",['Turn Left']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit. Continue straight until you reach the traffic light at the intersection of Oak Street and Maple Avenue. Make a left turn onto Maple Avenue.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight, passing the soccer field on your left. Watch for pedestrians as you navigate through the roundabout.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, yield to incoming traffic from the left, then take the second exit to continue on Oak Street. Look out for pedestrians crossing at the crosswalk near the park entrance.""",['Take Exit']
"""Approaching the roundabout, stay in the right lane and take the second exit, then continue straight ahead past the park and make a left turn at the traffic light by the library.""",['Take Exit']
"""Approaching the traffic circle, continue straight through the third exit, following the signs for the beach. Look out for pedestrians crossing and yield accordingly.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit. You'll then see a red brick building on your right as you continue on Main Street.""",['Take Exit']
"4. ""Ahead, there will be a roundabout. Enter the roundabout and take the second exit to continue on the main road. Watch out for pedestrians and yield if necessary.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic and take the third exit, following the signs for downtown. Once you exit the roundabout, stay in the left lane to make a left turn at the traffic light near the fountain park.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the city center. Watch for pedestrians as you navigate through the roundabout.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight ahead past the park. Look out for the traffic lights at the next junction and be prepared to make a left turn.""",['Take Exit']
"""Approaching the roundabout, yield to traffic already inside and take the second exit towards the industrial park. Watch for pedestrians in the crosswalk as you navigate the roundabout.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to oncoming traffic and take the second exit to continue on the main road. Look out for the park on your right as a reference point.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to any oncoming traffic from the left and enter the roundabout. Take the second exit to continue on Main Street.""",['Take Exit']
"""Proceed straight for another 500 meters until you reach the traffic light at the major intersection. Once the light turns green, make a left turn onto Main Street where you'll see the clock tower on your right. Drive carefully as there may be pedestrians crossing the road.""",['Turn Left']
"""Approaching the upcoming roundabout, yield to traffic already in the circle, and take the third exit towards Downtown. Watch for pedestrians crossing the street as you navigate through the roundabout.""",['Take Exit']
"""Approaching the roundabout, take the second exit and head towards the residential area. Look for the park on your right, then proceed straight ahead for three blocks before making a left turn onto Maple Street.""",['Take Exit']
"""Approaching the roundabout, yield to the vehicles already inside, then take the second exit towards the city center where you'll see the tall skyscrapers in front of you.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit. You'll see a blue statue on your right just after you exit the roundabout.""",['Take Exit']
"""Prepare to make a left turn at the traffic light after you cross the bridge. You'll see a park on your right, and the turn will lead you onto a narrow residential street. Watch out for pedestrians and parked cars along the way.""",['Turn Left']
"""Approaching the traffic circle, yield to vehicles already inside, then take the second exit towards the downtown area. As you pass the clock tower on the right, prepare to make a left turn onto Elm Street.""","['Turn Left', 'Take Exit']"
"""Approaching the roundabout, yield to traffic inside the circle, then take the second exit on your left. Watch for pedestrians as you navigate through.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic from the left before entering. Once inside the roundabout, take the second exit to continue on the main road. Look for the blue sign indicating the hospital on your right as a visual marker for the correct exit.""",['Take Exit']
"4. ""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on Main Street.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight onto Oak Street. Look out for the park on your right as a reference point for the upcoming left turn onto Maple Avenue.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic from the left and then take the second exit to continue on Maple Street. Watch for pedestrians crossing at the crosswalk near the park.""",['Take Exit']
"""Approaching the roundabout, yield to incoming traffic from the left before entering and take the second exit towards the residential area. Look out for pedestrians crossing the street as you navigate the roundabout.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to any oncoming vehicles and then take the second exit to continue on the main road. Look out for the large blue water tower on your right as a reference point.""",['Take Exit']
"""Take the upcoming roundabout and continue straight through the second exit, following the signs for the airport. Watch out for pedestrians crossing the street near the hotel on your right.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the city center. Look out for the famous landmark clock tower on your right as you navigate the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic from the left and take the second exit towards the city center. Look out for the large fountain in the middle of the roundabout as a landmark.""",['Take Exit']
"""Approaching the roundabout, yield to any vehicles already within the circle, then take the second exit leading towards the residential area. Look out for pedestrians crossing the street as you navigate the turn.""",['Take Exit']
"""Approaching the roundabout, stay in the left lane and take the second exit. After exiting, continue straight down the tree-lined avenue until you reach the traffic circle, then turn right onto Main Street. Look out for the park on your left as a landmark indicating you're on the correct route.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit, heading towards the downtown area. Watch for pedestrians crossing the street as you navigate through the roundabout.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight ahead until you reach the red brick building on your right. Turn left after passing the building and proceed towards the park entrance, where you will make a full stop for pedestrians crossing.""","['Turn Left', 'Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the city center where you will find the famous clock tower landmark on your right. Proceed straight for 500 meters and then make a left turn after the pedestrian crossing.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit to continue on Main Street. Look for the tall clock tower on your right as a landmark to confirm you're on the correct path.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the city center. Look out for the iconic fountain in the middle of the roundabout as a visual cue.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit towards the city center. Look out for the tall clock tower as you continue along the main road.""",['Take Exit']
"""Approaching the roundabout, yield to any incoming traffic from the left and take the second exit, heading towards the city center where you'll see the iconic clock tower on your right. Proceed straight ahead until you reach the traffic lights, then make a left turn onto Maple Street.""",['Take Exit']
"""Approaching the roundabout, yield to vehicles already inside, then take the second exit towards the city center. Look out for pedestrians crossing at the zebra crossing near the fountain as you exit the roundabout.""",['Take Exit']
"""Approaching the roundabout ahead, yield to oncoming traffic and take the second exit to continue on the main road. Watch for pedestrians as you navigate through the roundabout.""",['Take Exit']
"""Approach the roundabout and take the second exit, heading towards the downtown area. Look for the tall clock tower on your right as you navigate the roundabout.""",['Take Exit']
"""Approach the roundabout and take the second exit to continue on Main Street. Look out for the landmark clock tower on your right as you navigate the roundabout.""",['Take Exit']
"""Approach the roundabout and take the second exit, following the signs for the airport. Watch out for pedestrians crossing at the marked crosswalk before entering the roundabout.""",['Take Exit']
"""Take the third left turn after the traffic light, and then follow the curving road uphill until you reach the scenic overlook. Please reduce speed as you approach the tight turn near the overlook entrance.""","['Turn Left', 'Slow Down']"
"""Make a left turn at the traffic light after the yellow school bus, then follow the curve to the right onto Main Street. Watch out for the pedestrian crossing near the park and reduce speed accordingly.""","['Turn Left', 'Slow Down']"
"""Approaching the traffic circle, yield to the vehicles already inside, then take the second exit and continue straight on Main Street for the next two miles. Look out for the park on your right as a landmark.""","['Take Exit', 'Go Straight']"
"""Approaching the roundabout, take the second exit and continue straight on Main Street. Look out for the historical clock tower on your right – that's a good landmark for you to recognize your route.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit. Watch for pedestrians in the crosswalk as you exit the roundabout and continue straight ahead onto Maple Avenue.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the city center. Look out for the tall clock tower ahead as a landmark for navigation.""",['Take Exit']
"""Approaching the roundabout, yield to the incoming traffic from the left and take the second exit to continue on the main road. Look out for pedestrians crossing at the zebra crossing ahead.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit following the signs for downtown. Watch for pedestrians crossing the street.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on Maple Avenue. Watch out for pedestrians at the crosswalk near the park on your right.""",['Take Exit']
"""Approaching the roundabout, yield to traffic already inside, then take the second exit towards the residential area with the red brick houses on the right.""",['Take Exit']
"""Approaching the roundabout, yield to vehicles already inside and take the second exit to head towards the city center. Look out for pedestrians crossing at the designated crosswalk.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight on Main Street. Look for the tall clock tower on your right as a landmark for the correct turn.""",['Take Exit']
"""Approaching the roundabout, yield to the vehicles already inside, then take the second exit to continue on Maple Street. Look for the red brick building on the right side as a landmark for the turn.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the city center. Look out for the statue of the town's founder on your right as you navigate the roundabout.""",['Take Exit']
"4. ""In 500 meters, take the second exit at the roundabout, following the signs for Downtown. Stay in the left lane and yield to oncoming traffic before entering.""",['Take Exit']
"""Continue on this road until you reach the roundabout with the fountain in the center. Take the second exit and follow the road as it curves to the left. Watch out for pedestrians crossing at the intersection ahead.""",['Take Exit']
"4. ""Approaching the roundabout, take the second exit and stay in the left lane as you navigate the curve ahead. Look out for pedestrians crossing at the crosswalk.""",['Take Exit']
"4. ""Approaching the roundabout, yield to the traffic already in the circle, then take the second exit onto Maple Street.""
",['Take Exit']
"""At the upcoming roundabout, take the second exit and continue following the signs for Highway 101 North. Watch out for pedestrians crossing.""",['Take Exit']
"""Proceed straight through the roundabout and take the second exit. After passing the fountain on your right, make a left turn onto Main Street.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the city center. Watch for pedestrians crossing.""",['Take Exit']
"""Approaching the traffic circle, take the second exit and continue straight on Main Street. Look out for the tall clock tower on your right as a landmark to confirm you're on the correct path.""",['Take Exit']
"""Take the upcoming left exit after you pass the blue building with a mural on the right side. Stay in the left lane and make a smooth turn onto the overpass, following the curve to the right.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and then take the second exit towards the city center. Watch out for pedestrians crossing the street as you navigate the roundabout.""",['Take Exit']
"""Approaching the traffic circle, yield to vehicles already in the circle. Take the second exit to continue on Main Street. Look out for pedestrians crossing.""",['Take Exit']
"""Make a left turn at the traffic light after the blue building with a red sign. Stay in the left lane and continue for 2 miles until you reach the roundabout, then take the second exit to continue on the main road.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout, take the second exit and continue on Main Street until you reach the bridge over the river. Slow down and be prepared for a sharp left turn immediately after crossing the bridge.""","['Take Exit', 'Slow Down']"
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit to continue on the main street. Look out for pedestrians crossing at the crosswalk ahead.""",['Take Exit']
"""Approaching the roundabout, yield to the oncoming traffic from your left then take the second exit. Look out for the blue building on your right as you exit the roundabout.""",['Take Exit']
"""Approaching the upcoming roundabout, yield to vehicles already in the circle and take the second exit to continue on the main road.""",['Take Exit']
"""Approaching the traffic circle, stay in the left lane and take the second exit. Watch for pedestrians crossing at the crosswalk on your right.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the city center. You will pass a famous statue on your right before merging into the left lane to continue straight ahead.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the city center. Once on the main street, maintain a steady speed until you reach the traffic lights at the intersection with the tall clock tower on your right. Proceed straight through the lights and continue for two more blocks before turning left onto the narrow alleyway leading to the parking garage.""","['Turn Left', 'Take Exit', 'Go Straight', 'Accelerate']"
"""Approach the upcoming roundabout and take the second exit, heading towards the city center. Watch out for pedestrians crossing the street as you navigate the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to the right. You'll see a blue sculpture on the corner as you exit the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to traffic and take the second exit towards the downtown area. Look for the big clock tower as your landmark, it will be on your right side.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight until you reach the yellow building with a large clock on the right side. Turn left at the traffic light just after the building and then proceed down the winding road until you reach the parking lot at the end.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout ahead, yield to any oncoming traffic and merge into the inner lane to take the second exit. Watch out for pedestrians crossing at the crosswalk.""",['Take Exit']
"""Make a left turn at the traffic light after the third crosswalk, then follow the winding road up the hill. When you reach the fork, stay to the right and continue on the main road until you see the blue sign for the hotel entrance on your left.""",['Turn Left']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards downtown. Look for the clock tower ahead as a landmark for your turn.""",['Take Exit']
"""Approaching the roundabout, yield to any vehicles already inside, then take the second exit toward the residential area. Look out for the park with a large fountain on your right as a point of reference.""",['Take Exit']
"""Proceed through the traffic circle and take the second exit, heading towards the beach. As you approach the pier, look for the parking lot entrance on your right and prepare to park in the third row.""",['Take Exit']
"""Approaching the traffic circle, yield to the vehicles already in the circle and then take the second exit towards the downtown area. Look out for the statue of the famous historical figure on your right as you exit.""",['Take Exit']
"""Approaching the roundabout, yield to the traffic already in the circle, then take the second exit towards the downtown area. Look out for pedestrians crossing at the crosswalk near the fountain.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on the main road. Look out for the large statue of a lion on your right as a landmark.""",['Take Exit']
"""Approaching the roundabout, enter and take the second exit to continue on Main Street. Watch for pedestrians at the crosswalk and yield accordingly.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the residential area. Watch out for pedestrians crossing the street.""",['Take Exit']
"""Approaching the traffic circle, stay in the outer lane and take the second exit. Look out for the tall clock tower on your right as you exit the circle.""",['Take Exit']
"""Approaching the traffic circle, yield to oncoming traffic and take the second exit towards downtown. Look for the tall office building on your right as a landmark for the turn.""",['Take Exit']
"4. ""In 500 feet, make a left turn at the traffic light and proceed through the residential neighborhood. Look out for the park on your right-hand side as a landmark to know you're on the correct route.""",['Turn Left']
"""Approaching the traffic circle, yield to vehicles already inside, then take the second exit towards the park. Watch for pedestrians crossing at the crosswalk near the fountain.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit to continue on the main road. Look for the blue signpost indicating the upcoming rest area for a potential pit stop.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit. You'll know you're on the right path when you pass the red brick church on your right side.""",['Take Exit']
"""Approaching the roundabout, yield to the oncoming traffic and take the second exit. As you exit the roundabout, watch out for pedestrians crossing the street on your right.""",['Take Exit']
"""Take the second exit at the roundabout, you'll pass a row of colorful houses and a park. Then, continue straight ahead until you reach the traffic lights at the T-junction.""","['Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to oncoming traffic from the left, then take the second exit to continue on the main road. Look out for the blue building on the right side as a reference point.""",['Take Exit']
"""Approaching the traffic circle, yield to vehicles already in the circle and take the second exit to continue on Main Street. Look for the town hall building on your right as a landmark.""",['Take Exit']
"""Approaching the roundabout, yield to the traffic already inside, then take the second exit onto Main Street where you will find the city park on your right.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit. Look for the blue building on your right as a landmark to ensure you've taken the correct turn.""",['Take Exit']
"""Approach the upcoming roundabout and take the second exit to continue on Main Street. Look out for the coffee shop on the corner as a landmark for the turn.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit, following the signs for the airport. Keep to the middle lane and continue straight ahead until you reach the terminal drop-off area.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit leading towards the major hospital. Watch for pedestrians crossing the street near the crosswalk.""",['Take Exit']
"""Prepare to make a left turn at the traffic light after the blue building, then continue straight until you reach the roundabout marked by a tall statue in the center.""",['Turn Left']
"""Take the upcoming left turn after the yellow house with a blue door, then continue straight until you reach the roundabout with the fountain in the center. Enter the roundabout and take the second exit to continue on the main road.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit towards the residential area. Look out for pedestrians crossing the street.""",['Take Exit']
"""Proceed through the roundabout, take the second exit, and continue straight ahead until you reach the traffic lights at the T-junction. Turn left onto Maple Street and keep an eye out for the blue office building on your right - that's your destination.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the city center. Look out for the tall clock tower on your right as a landmark for the correct turn.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit to continue on the main road. Look out for the blue mailbox on the left side indicating the correct exit.""",['Take Exit']
"""Approaching the roundabout, yield to the traffic already on the circle, then take the second exit to continue on the main road.""",['Take Exit']
"""Approaching the traffic circle, enter and take the second exit to continue on Main Street. Watch for pedestrians crossing the intersection.""",['Take Exit']
"""Approaching the roundabout, yield to traffic already in the circle and take the second exit towards the residential area. Look out for pedestrians crossing the street as you navigate through the neighborhood intersection ahead.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit. Continue straight until you reach the traffic lights near the park, then make a left turn.""",['Take Exit']
"""Proceed through the traffic circle and take the second exit. You'll pass by the park on your right before reaching the next set of traffic lights. Make sure to yield to pedestrians at the crosswalk.""",['Take Exit']
"""Make a left turn at the traffic light near the park, then continue straight ahead until you reach the roundabout. Take the second exit to stay on the main road.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to any oncoming traffic and take the second exit to continue on the main road. Look out for the landmark clock tower on your left as you exit the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on Main Street. Look out for pedestrians crossing at the crosswalk on your right.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit. Stay in the right lane and continue straight on Maple Street. Look out for the park on your right, that's a good landmark to know you're on the right track.""","['Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to the oncoming traffic from the left before proceeding straight ahead. Look out for the statue of a lion on the right-hand side as a landmark.""",['Go Straight']
"""Proceed through the roundabout and take the second exit onto Main Street. Watch out for pedestrians crossing at the crosswalk by the park, and then continue straight for 500 meters before turning left onto Elm Avenue.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards downtown. Look for the tall clock tower ahead to help guide your way.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic, then take the second exit to continue on the main road. Look out for the large blue sign indicating the upcoming hospital on your right as a landmark.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, and take the third exit towards the beach. Once you're on Ocean Drive, follow the curve to the left and park in front of the coastal cafe with the red umbrellas.""",['Take Exit']
"""Approaching the traffic circle, yield to vehicles already inside, and take the second exit to continue on the main road. Look out for the tall clock tower on your right as a landmark.""",['Take Exit']
"""Approaching the traffic circle, take the second exit and continue straight ahead. You will then reach a roundabout with a large statue in the center - merge onto the third exit to stay on the designated route.""",['Take Exit']
"4. ""Approaching the roundabout, yield to the oncoming traffic from the left, then take the second exit to continue on the main road.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight ahead past the park on the right. Prepare to yield to oncoming traffic before merging onto the bridge over the river.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic, then take the second exit to continue on the main road. Look out for the tall clock tower on your right as a reference point.""",['Take Exit']
"""Approaching the roundabout, yield to any vehicles already inside, then take the second exit to continue on Main Street. Look out for the clock tower on your right as a checkpoint.""",['Take Exit']
"""Take the upcoming left turn after the traffic light, and continue along the tree-lined street until you reach the white church on the corner. Once you pass the church, make a quick right onto the cobblestone road.""","['Turn Left', 'Turn Right']"
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to stay on the main road. Look out for the blue landmark building with the large clock on its facade on the right side to confirm you're on the correct route.""",['Take Exit']
"""Continue straight through the roundabout and take the second exit. After passing the park on your right, make a left turn at the traffic lights ahead.""","['Turn Left', 'Take Exit', 'Go Straight']"
"""Approaching the roundabout, yield to the traffic already on it, then take the second exit towards the town center. Look out for the clock tower as you navigate through the roundabout smoothly.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic from the left, then take the second exit onto Elm Street. You'll know you're on the right path when you see the blue office building on your right.""",['Take Exit']
"""Approaching the roundabout, yield to the cars already inside, then take the second exit towards the park. Look out for pedestrians crossing the street.""",['Take Exit']
"""Approaching the roundabout, yield to vehicles already inside, and take the second exit towards the downtown area with the clock tower in sight on your right.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on the main road. Watch out for pedestrians crossing at the nearby crosswalk.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight on the main road. You will pass by a large blue building on your right before reaching the next traffic light.""","['Take Exit', 'Go Straight']"
"""Approaching the upcoming roundabout, yield to traffic already on it, then take the second exit onto Smith Street where you'll see a row of colorful flower shops on your right.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight on Main Street. You'll pass a red-brick building on your left and a park on your right as you navigate through the roundabout smoothly.""",['Take Exit']
"""Once you reach the traffic circle, take the second exit and continue straight on Main Street. Look out for the historic red brick building on your right - that's the landmark indicating you're on the correct route.""",['Take Exit']
"""Approaching the roundabout, yield to vehicles already inside, then take the second exit to continue on the main road. Look out for the hospital on your right as you exit the roundabout.""",['Take Exit']
"""Approaching the traffic circle, yield to vehicles already inside, proceed straight through the roundabout, and take the second exit.""","['Take Exit', 'Go Straight']"
"""Approaching the busy downtown area, navigate through the roundabout and take the second exit to continue on Main Street. Watch out for pedestrians crossing at the crosswalk next to the fountain and slow down accordingly.""","['Take Exit', 'Slow Down']"
"""Approaching the roundabout, yield to vehicles already within the circle, then take the second exit towards the downtown area. Watch for pedestrians crossing at the crosswalk.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit, heading towards the clock tower. Watch for pedestrians crossing the street as you navigate the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit towards the city center. Look out for pedestrians crossing the street near the fountain before proceeding.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight on Maple Street. Watch out for pedestrians crossing at the crosswalk near the park entrance on your right.""",['Take Exit']
"""Approaching the traffic circle, yield to oncoming traffic and take the second exit to continue on Main Street. Watch out for pedestrians crossing at the crosswalk.""",['Take Exit']
"""Approaching the roundabout, yield to traffic already in the circle, and take the second exit towards the residential neighborhood. Look out for the large oak tree on the corner as a marker for the turn.""",['Take Exit']
"""Approaching the roundabout, yield to any vehicles already inside and take the second exit to continue on the main road. Look out for the blue sign indicating the upcoming rest area where you can take a break.""",['Take Exit']
"""Approaching the roundabout, navigate to the left lane and take the second exit towards the city center. Look out for pedestrians crossing near the fountain in the middle of the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the third exit to continue on the main road. Look for the yellow building on the corner as your landmark.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight on Elm Street. Look for the yellow statue on your right as a key landmark.""",['Take Exit']
"""Approaching the roundabout, take the second exit and continue straight on Maple Avenue. Watch out for pedestrians crossing at the crosswalk up ahead.""","['Take Exit', 'Go Straight', 'Slow Down']"
"""Approaching the roundabout, yield to any vehicles already in the circle, then take the second exit to continue on the main road. Look out for the blue building with a large clock on your right as a reference point.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic already in the circle, then take the second exit to continue on the main road. You'll know you're on the right path when you see the tall clock tower on your right.""",['Take Exit']
"""Approaching the roundabout, yield to any pedestrians and then continue straight through onto Elm Street. Look for the blue landmark building on the right - that's where you'll be dropping off the passengers.""",['Go Straight']
"""Approaching the roundabout, yield to the vehicles already in the circle and take the second exit to continue on the main road. Look out for the large sculpture on your right as a visual marker for the correct exit.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit towards the park. Look for the tall fountain in the center as a landmark.""",['Take Exit']
"""Approaching the traffic circle, yield to vehicles already in the circle, then take the third exit towards the mountains. Stay in the right lane to continue on the scenic route.""",['Take Exit']
"""Approaching the roundabout, yield to vehicles already in the circle, then take the second exit. Look out for the large statue of a horse on your right as you exit the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic and take the second exit to continue on the main road. Look out for the statue of the town founder on the left as you navigate the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to traffic in the circle and take the second exit, heading towards the tall clock tower on the right side of the road.""",['Take Exit']
"""Approaching the roundabout, yield to any oncoming traffic, and take the second exit towards downtown. Look for the clock tower on your right as you navigate through the roundabout.""",['Take Exit']
"""Approaching the roundabout, yield to vehicles already in the circle and proceed to take the second exit. As you exit, stay in the left lane to continue onto Maple Street, where you'll pass a school on your right.""",['Take Exit']
"""Approaching the roundabout, yield to oncoming traffic, then take the second exit towards the residential area. Look out for pedestrians in the crosswalk as you navigate through the neighborhood streets.""",['Take Exit']
"""Approaching the roundabout, yield to any vehicles already in the circle, then take the second exit to continue on Main Street. Look out for the park on your right as a reference point.""",['Take Exit']
"""Approach the roundabout and take the second exit, then follow the signs for downtown. Look out for the statue of the city founder on your right as a reference point.""",['Take Exit']
