instruction,action
"""Progress straight through the suburban street.""",['Straight']
"""Maintain a straight line of travel.""",['Straight']
"""Continue straight, passing the train station.""",['Straight']
"""Drive straight through the construction zone.""",['Straight']
"""Proceed straight through the next few intersections.""",['Straight']
"""Drive straight without any diversions.""",['Straight']
"""Drive straight until you spot the landmark.""",['Straight']
"""Follow the road straight for the next block.""",['Straight']
"""Continue straight under the bridge.""",['Straight']
"""Drive straight through the next set of lights.""",['Straight']
"""Make sure to go straight at the fork in the road.""",['Straight']
"""Head straight into the sunrise.""",['Straight']
"""Follow the road straight through the upcoming intersection.""",['Straight']
"""Drive straight without any deviations in direction.""",['Straight']
"""Keep the car moving forward without turns.""",['Straight']
"""Keep going straight ahead.""",['Straight']
"""Go straight ahead at the T-junction.""",['Straight']
"""Follow the road straight ahead until the next instruction.""",['Straight']
"""Stay on this road and drive straight through the valley.""",['Straight']
"""Proceed straight without any deviations.""",['Straight']
"""Follow the road straight towards the city center.""",['Straight']
"""Go straight until you reach the next traffic light.""",['Straight']
"""Stay straight on the road with the traffic cameras.""",['Straight']
"""Head straight past the historic site.""",['Straight']
"""Proceed forward without turning.""",['Straight']
"""Advance without changing your course.""",['Straight']
"""Proceed straight past the traffic light.""",['Straight']
"""Proceed straight without altering your path.""",['Straight']
"""Follow the road directly ahead.""",['Straight']
"""Stay on this street without making any turns.""",['Straight']
"""Maintain your direction and drive straight ahead.""",['Straight']
"""Stay on this street and go straight.""",['Straight']
"""Keep driving straight and ignore the side streets.""",['Straight']
"""Continue straight past the next stop sign.""",['Straight']
"""Drive straight ahead at the upcoming turn.""",['Straight']
"""Move straight on the current road.""",['Straight']
"""Proceed straight and merge onto the interstate.""",['Straight']
"""Carry on straight down this avenue.""",['Straight']
"""Drive straight until you reach the intersection.""",['Straight']
"""Drive straight ahead along the avenue.""",['Straight']
"""Proceed straight through the upcoming light.""",['Straight']
"""Make sure to go straight past the billboard.""",['Straight']
"""Stay in the left lane to continue straight.""",['Straight']
"""Drive straight through the roundabout.""",['Straight']
"""Drive straight on the upcoming section of the highway.""",['Straight']
"""Follow the road straight through the intersection.""",['Straight']
"""Travel straight down the avenue.""",['Straight']
"""Keep to the left and go straight ahead.""",['Straight']
"""Go straight and cross over the bridge.""",['Straight']
"""Drive straight until you reach the roundabout ahead.""",['Straight']
"""Drive straight and pass the next intersection.""",['Straight']
"""Head straight past the next roundabout.""",['Straight']
"""Stay straight and follow the road as it bends.""",['Straight']
"""Proceed straight along the highway route.""",['Straight']
"""Keep straight to avoid getting lost.""",['Straight']
"""Continue straight through the winding mountain roads.""",['Straight']
"""Travel straight until you see the signpost.""",['Straight']
"""Keep your vehicle moving in a straight direction.""",['Straight']
"""Continue driving straight until you see the next turn.""",['Straight']
"""Continue straight past the upcoming traffic signal.""",['Straight']
"""Drive straight past the upcoming roundabout.""",['Straight']
"""Keep going straight at the next crossroad.""",['Straight']
"""Stay in the right lane and go straight.""",['Straight']
"""Keep on the current path without turning.""",['Straight']
"""Maintain a safe speed while going straight.""",['Straight']
"""Stay straight on the highway.""",['Straight']
"""Carry on straight at the fork in the road.""",['Straight']
"""Move straight along this road.""",['Straight']
"""Head straight down the road until you see the gas station.""",['Straight']
"""Continue straight ahead for the next mile.""",['Straight']
"""Maintain your speed and drive straight through town.""",['Straight']
"""Drive in a straight direction without turning.""",['Straight']
"""Continue in a straight line on this street.""",['Straight']
"""Drive straight through the shopping district.""",['Straight']
"""Maintain your course and drive straight ahead.""",['Straight']
"""Continue straight on the current route.""",['Straight']
"""Go forward without making any turns.""",['Straight']
"""Drive straight through the intersection.""",['Straight']
"""Stay in the middle lane and go straight.""",['Straight']
"""Stay in the left lane to go straight.""",['Straight']
"""Stay on this road and go straight.""",['Straight']
"""Stay on this road and continue straight forward.""",['Straight']
"""Stay on this street.""",['Straight']
"""Continue straight ahead without deviating.""",['Straight']
"""Continue straight on the main boulevard.""",['Straight']
"""Go straight ahead at the next traffic light.""",['Straight']
"""Proceed straight through the upcoming intersection.""",['Straight']
"""Drive straight towards the city center.""",['Straight']
"""Stay on this route in a straight line.""",['Straight']
"""Stay on this road and keep moving straight ahead.""",['Straight']
"""Don't make any turns, just go straight.""",['Straight']
"""Drive ahead without turning.""",['Straight']
"""Progress straight through the village center.""",['Straight']
"""Go straight and navigate around the bend.""",['Straight']
"""Navigate straight beyond the park entrance.""",['Straight']
"""Drive in a straight line until the next direction.""",['Straight']
"""Drive straight on the current path.""",['Straight']
"""Continue on this path without deviating.""",['Straight']
"""Drive straight past the crosswalk.""",['Straight']
"""Follow the road ahead without any deviations.""",['Straight']
"""Continue on this road in a straight line.""",['Straight']
"""Stay straight as the road bends left.""",['Straight']
"""Keep the steering wheel straight and move forward.""",['Straight']
"""Move forward without any turns.""",['Straight']
"""Drive straight through the green light.""",['Straight']
"""Continue in a straight line through the next junction.""",['Straight']
"""Continue ahead on the same road.""",['Straight']
"""Drive straight through the upcoming roundabout.""",['Straight']
"""Keep on the current path without any turns.""",['Straight']
"""Proceed straight until the next landmark.""",['Straight']
"""Drive straight along the avenue of trees.""",['Straight']
"""Go straight and cross the overpass.""",['Straight']
"""Move forward without turning left or right.""",['Straight']
"""Go straight until you reach the roundabout.""",['Straight']
"""Navigate straight past the railway crossing.""",['Straight']
"""Turn on your headlights and drive straight ahead.""",['Straight']
"""Stay straight at the upcoming junction.""",['Straight']
"""Keep going straight until you pass the next street.""",['Straight']
"""Travel in a straight direction.""",['Straight']
"""Proceed straight at the next major intersection.""",['Straight']
"""Stay straight to follow the road as it curves to the left.""",['Straight']
"""Follow the road straight through the junction.""",['Straight']
"""Drive straight past the upcoming landmarks.""",['Straight']
"""Continue straight towards the city outskirts.""",['Straight']
"""Stick to the straight path ahead.""",['Straight']
"""Go straight through the underpass.""",['Straight']
"""Continue straight through the neighborhood.""",['Straight']
"""Continue straight without any turns.""",['Straight']
"""Continue on this path without any changes in direction.""",['Straight']
"""Continue driving straight on this road.""",['Straight']
"""Go straight across the intersection.""",['Straight']
"""Proceed forward at the upcoming junction.""",['Straight']
"""Continue straight past the pedestrian crossing.""",['Straight']
"""Stay in the right lane and proceed straight.""",['Straight']
"""Proceed straight towards the upcoming traffic light.""",['Straight']
"""Proceed straight through the next intersection.""",['Straight']
"""Keep straight ahead without changing direction.""",['Straight']
"""Carry on straight until the next turn.""",['Straight']
"""Maintain a straight trajectory on this street.""",['Straight']
"""Keep on the current path moving straight ahead.""",['Straight']
"""Drive straight through the residential area.""",['Straight']
"""Proceed straight ahead at the next fork.""",['Straight']
"""Proceed straight at the crossroads.""",['Straight']
"""Continue straight on this road for another mile.""",['Straight']
"""Keep going straight until you reach the intersection.""",['Straight']
"""Follow the curve and continue straight.""",['Straight']
"""Stay in the left lane and continue straight.""",['Straight']
"""Maintain your course straight for the next stretch.""",['Straight']
"""Drive straight through the underpass.""",['Straight']
"""Stay on this road and go straight ahead.""",['Straight']
"""Stay on this road heading straight.""",['Straight']
"""Drive straight until you see the sign.""",['Straight']
"""Continue ahead on this road.""",['Straight']
"""Maintain your direction straight through the downtown area.""",['Straight']
"""Drive straight for another mile before turning.""",['Straight']
"""Continue straight and make a U-turn at the roundabout.""",['Straight']
"""Continue straight onto the boulevard.""",['Straight']
"""Follow the road straight ahead for a while.""",['Straight']
"""Keep your vehicle on a straight path as you drive.""",['Straight']
"""Carry on straight through the intersection.""",['Straight']
"""Head straight through the next set of lights.""",['Straight']
"""Keep straight to avoid any wrong turns.""",['Straight']
"""Navigate straight through the next series of bends.""",['Straight']
"""Proceed forward at the upcoming crossroad.""",['Straight']
"""Head straight along this road.""",['Straight']
"""Go straight and take the third exit at the roundabout.""",['Straight']
"""Continue in a straight line through the next series of bends.""",['Straight']
"""Head straight through the downtown area.""",['Straight']
"""Follow the road straight until you reach the bridge.""",['Straight']
"""Stay on this path and go straight.""",['Straight']
"""Drive straight on the highway for 10 more miles.""",['Straight']
"""Proceed straight past the traffic cone.""",['Straight']
"""Head straight through the downtown square.""",['Straight']
"""Maintain your speed and keep going straight ahead.""",['Straight']
"""Go straight across the railroad crossing.""",['Straight']
"""Head straight through the underpass.""",['Straight']
"""Stay on the main road without turning.""",['Straight']
"""Stay focused and drive straight on this stretch.""",['Straight']
"""Drive straight past the upcoming crossroads.""",['Straight']
"""Stay straight on the road leading out of town.""",['Straight']
"""Stay in the right lane and go straight ahead.""",['Straight']
"""Drive straight ahead through the next set of lights.""",['Straight']
"""Stay straight along the winding road.""",['Straight']
"""Proceed straight through the traffic circle.""",['Straight']
"""Stay on this road and drive straight.""",['Straight']
"""Stay in the middle lane and go straight ahead.""",['Straight']
"""Drive in a straight line for the next mile.""",['Straight']
"""Keep your vehicle moving straight for now.""",['Straight']
"""Keep moving straight along the boulevard.""",['Straight']
"""Drive straight past the movie theater.""",['Straight']
"""Drive straight until you reach the next junction.""",['Straight']
"""Keep going straight past the next exit.""",['Straight']
"""Proceed straight through the four-way stop.""",['Straight']
"""Maintain your direction and drive straight.""",['Straight']
"""Proceed in a straight line through the next set of lights.""",['Straight']
"""Keep moving forward until you pass the red building.""",['Straight']
"""Stay in the right lane to go straight.""",['Straight']
"""Head straight onto the overpass.""",['Straight']
"""Drive straight through the traffic circle.""",['Straight']
"""Follow the road straight ahead.""",['Straight']
"""Stay in the right lane and go straight.""",['Straight']
"""After the stop sign, proceed to turn right.""",['Right']
"""""",['Right']
"""Watch for pedestrians on your right.""",['Right']
"""Drive carefully as you approach the blind right turn.""",['Right']
"""Move to the right lane for the exit.""",['Right']
"""At the four-way stop, you have the right of way to turn right.""",['Right']
"""Follow the curve around to the right.""",['Right']
"""Curve right at the upcoming bend.""",['Right']
"""Stay on the right side to turn right.""",['Right']
"""Turn right where the cars are parked.""",['Right']
"""Make a legal right U-turn at the intersection.""",['Right']
"""Move right to allow room for merging vehicles.""",['Right']
"""Swing wide before making a right turn.""",['Right']
"""Yield to pedestrians at the crosswalk when turning right.""",['Right']
"""Proceed to the right-hand merge lane.""",['Right']
"""Use caution when making a right turn onto the narrow street.""",['Right']
"""Turn right onto the gravel road to access the campground.""",['Right']
"""Make a legal right turn at the designated intersection.""",['Right']
"""Proceed straight, then veer right.""",['Right']
"""Keep an eye out for pedestrians when turning right.""",['Right']
"""Make a legal right turn at the stop sign.""",['Right']
"""Stay right and turn right at the corner.""",['Right']
"""Keep to the right to exit the roundabout.""",['Right']
"""Signal right and check your blind spot.""",['Right']
"""Keep right to avoid the construction.""",['Right']
"""Signal right while approaching the turn.""",['Right']
"""Use caution when turning right.""",['Right']
"""Signal right before pulling into the driveway.""",['Right']
"""Exit the highway via the right-hand lane.""",['Right']
"""Turn right just before the school.""",['Right']
"""Turn right before the shopping plaza.""",['Right']
"""Get into the right lane for the next exit.""",['Right']
"""Merge onto the right side of the bridge.""",['Right']
"""Pass the church and turn right.""",['Right']
"""Signal and move to the right side of the street.""",['Right']
"""Check for oncoming traffic before turning right.""",['Right']
"""Approach the traffic circle and turn right.""",['Right']
"""Swing a right at the corner gas station.""",['Right']
"""Use your indicator to show you're turning right.""",['Right']
"""Remember to shoulder check before veering right.""",['Right']
"""Follow the curve to the right at the roundabout.""",['Right']
"""Move to the right lane when safe.""",['Right']
"""Merge onto the highway and take the second right exit.""",['Right']
"""Keep right to stay on the designated route.""",['Right']
"""Keep an eye out for right turn only.""",['Right']
"""Keep an eye out for the turning cars on your right.""",['Right']
"""Keep right at the fork in the road.""",['Right']
"""Stay clear of the right-turn-only lane if you're going straight.""",['Right']
"""Follow the road as it curves to the right.""",['Right']
"""Be mindful of the speed limit when turning right.""",['Right']
"""Drive past the mall and take a right onto the boulevard.""",['Right']
"""Look out for road debris when turning right.""",['Right']
"""Keep to the right to access the rest area.""",['Right']
"""Signal right before making the turn.""",['Right']
"""Merge right to access the side street.""",['Right']
"""Turn right where the road bends.""",['Right']
"""Take the next right onto Maple Street.""",['Right']
"""Follow the road until you encounter the sharp right turn.""",['Right']
"""Merge to the right to exit the highway.""",['Right']
"""Turn right at the fork in the road.""",['Right']
"""Cross the intersection then make a right turn.""",['Right']
"""Position yourself on the right side for the next turn.""",['Right']
"""Signal your intent before turning right at the next street.""",['Right']
"""Approach the cul-de-sac and make a right turn to exit.""",['Right']
"""Ensure a clear view before making a right.""",['Right']
"""Switch on your right turn signal.""",['Right']
"""Signal early when preparing to turn right.""",['Right']
"""Choose the rightmost lane for your turn.""",['Right']
"""Follow the curve to the right.""",['Right']
"""Keep an eye out for the right-hand turn.""",['Right']
"""Coordinate with other drivers when turning right at multi-lane intersections.""",['Right']
"""Cross over and turn right at the light.""",['Right']
"""Stay right to follow the detour.""",['Right']
"""Drive past the library, then turn right.""",['Right']
"""Merge onto the highway from the right lane.""",['Right']
"""Take a slight right at the fork.""",['Right']
"""Enter the cul-de-sac and turn right.""",['Right']
"""Merge right to get onto the expressway.""",['Right']
"""Make a controlled right turn on the narrow road.""",['Right']
"""At the traffic light, turn right.""",['Right']
"""Choose the lane closest to the right.""",['Right']
"""Veer right onto the highway on-ramp.""",['Right']
"""Choose the rightmost lane for the exit ramp.""",['Right']
"""Check for oncoming vehicles before making a right turn.""",['Right']
"""Make a legal right turn at the stop sign.""",['Right']
"""Signal and move into the right lane.""",['Right']
"""Keep an eye out for the right-hand turn lane.""",['Right']
"""Turn right after passing the school zone.""",['Right']
"""Exit right at the upcoming rest area.""",['Right']
"""Approach the roundabout and turn right.""",['Right']
"""Turn right after the shopping center.""",['Right']
"""At the cul-de-sac, make a right turn to exit.""",['Right']
"""Drive straight and then turn right.""",['Right']
"""Use your right blinker before turning.""",['Right']
"""Slow down before making the right turn.""",['Right']
"""Exit to the right at the upcoming fork in the road.""",['Right']
"""Proceed to the designated right-turn lane to make a right turn.""",['Right']
"""Signal your right turn with sufficient notice.""",['Right']
"""Turn right onto the highway ramp.""",['Right']
"""Follow the curve and turn right.""",['Right']
"""Use your blinker to indicate a right turn.""",['Right']
"""Head right at the next junction.""",['Right']
"""Approaching the intersection, turn right onto the one-way street.""",['Right']
"""Turn right before the overpass.""",['Right']
"""Shift gears smoothly before turning right.""",['Right']
"""Cross over and turn right at the intersection.""",['Right']
"""Curve right around the bend.""",['Right']
"""Shift to the right to allow merging traffic.""",['Right']
"""Merge right to exit the freeway.""",['Right']
"""Follow the road as it bends right.""",['Right']
"""Maintain a safe distance from cars on your right.""",['Right']
"""Turn right at the upcoming stoplight.""",['Right']
"""Pass the park on your right.""",['Right']
"""Make sure your turn is wide enough to safely navigate the right.""",['Right']
"""Make a right turn onto the highway.""",['Right']
"""The right lane leads to your destination.""",['Right']
"""Position your vehicle for the right turn.""",['Right']
"""Proceed with caution when turning right.""",['Right']
"""Pass the building on your right.""",['Right']
"""Make a wide right turn if needed.""",['Right']
"""Turn right at the corner store.""",['Right']
"""Drive right through the roundabout.""",['Right']
"""Proceed to make the right turn.""",['Right']
"""Use the right-turn lane to safely make the turn.""",['Right']
"""Turn right onto the access road.""",['Right']
"""Turn right after passing the shopping mall.""",['Right']
"""Turn right at the intersection with the gas station.""",['Right']
"""After the convenience store, turn right.""",['Right']
"""Navigate the sharp right turn cautiously.""",['Right']
"""Cross the intersection then turn right.""",['Right']
"""Keep an appropriate distance from parked cars on the right side.""",['Right']
"""Take the next right towards the industrial area.""",['Right']
"""Merge right to pass the stalled vehicle.""",['Right']
"""Follow the street signs and turn right onto Maple Avenue.""",['Right']
"""Make sure it's clear before turning right.""",['Right']
"""Drive alongside the right-hand lane.""",['Right']
"""Merge right to enter the construction detour.""",['Right']
"""Navigate through the alley on your right side.""",['Right']
"""Turn right just before the railroad tracks.""",['Right']
"""Head right at the upcoming fork.""",['Right']
"""Head right onto the highway entrance ramp.""",['Right']
"""Take the right exit at the next interchange.""",['Right']
"""Proceed right at the fork in the road.""",['Right']
"""Turn right onto the slip road.""",['Right']
"""Merge right onto the expressway.""",['Right']
"""Follow the signs to turn right.""",['Right']
"""Curve right to follow the winding road ahead.""",['Right']
"""Keep an eye on the right mirror.""",['Right']
"""Right after the school, turn right.""",['Right']
"""Merge right to avoid the upcoming merge.""",['Right']
"""Position yourself on the far right for the turn.""",['Right']
"""Right exit ahead for the shopping district.""",['Right']
"""Turn right at the upcoming corner.""",['Right']
"""Shift to the right to accommodate the merging vehicle.""",['Right']
"""Give a courtesy wave to drivers who let you merge right.""",['Right']
"""Pass the shopping center and take a right turn.""",['Right']
"""Make a safe right turn onto the one-way street.""",['Right']
"""Consult the map for the next right turn.""",['Right']
"""Stay in the right lane to turn right.""",['Right']
"""Plan your route to include the upcoming right turn.""",['Right']
"""Keep right to follow the detour signs.""",['Right']
"""Make a sharp right onto the side street.""",['Right']
"""Check your mirrors before executing the right turn.""",['Right']
"""Wait for pedestrians before turning right.""",['Right']
"""Merge right and then turn right.""",['Right']
"""Proceed to the next street and turn right.""",['Right']
"""Activate your right turn signal in advance.""",['Right']
"""Watch for vehicles approaching from the right.""",['Right']
"""Take the right fork at the split in the road.""",['Right']
"""Make a right turn onto the highway.""",['Right']
"""Pass the playground and turn right.""",['Right']
"""Turn right at the fork with the big oak tree.""",['Right']
"""Take the second right after the traffic roundabout.""",['Right']
"""Turn right at the T-junction.""",['Right']
"""Be prepared to yield to oncoming traffic before turning right.""",['Right']
"""Take the second right onto Maple Street.""",['Right']
"""Curve right to follow the winding road.""",['Right']
"""Carefully make a right turn at the crosswalk.""",['Right']
"""Pass the cinema and turn right.""",['Right']
"""Maintain your lane discipline while turning right.""",['Right']
"""Yield to traffic on your right.""",['Right']
"""Follow the curve to the right.""",['Right']
"""Drive safely when making a right turn.""",['Right']
"""Drive cautiously around the tight right corner.""",['Right']
"""Turn right at the upcoming traffic signal.""",['Right']
"""Make a right U-turn at the next opportunity.""",['Right']
"""Keep right to stay on the main road.""",['Right']
"""Drive straight and then turn right.""",['Right']
"""Proceed forward and turn right at the fork.""",['Right']
"""Navigate to the right lane and turn right.""",['Right']
"""Turn right at the traffic signal.""",['Right']
"""Exit the neighborhood to the right.""",['Right']
"""Follow the car in front as it veers right.""",['Right']
"""Drive straight through the roundabout and turn right.""",['Right']
"""Scan for the right turn onto Magnolia Avenue.""",['Right']
"""Turn right when you see the yellow house.""",['Right']
"""Prepare to make a right onto the bridge.""",['Right']
"""Signal right before the next turn.""",['Right']
"""Make a controlled right turn onto the bridge.""",['Right']
"""At the yield sign, yield before turning right.""",['Right']
"""Select the correct lane for a right turn.""",['Right']
"""Pass the gas station and turn right at the next intersection.""",['Right']
"""After the traffic light, turn right.""",['Right']
"""Navigate the curve and take a right onto the service road.""",['Right']
"""Drive straight until you reach the right turn.""",['Right']
"""Turn right onto the main street.""",['Right']
"""Look ahead for any obstacles before turning right.""",['Right']
"""Travel along the right edge of the road.""",['Right']
"""Adjust your steering wheel for the right turn.""",['Right']
"""Take the right lane to continue on the highway.""",['Right']
"""Follow the road as it curves right.""",['Right']
"""The right side is your turning point.""",['Right']
"""Choose the right lane for the toll booth.""",['Right']
"""Look out for the right turn yield sign.""",['Right']
"""Position your vehicle correctly before making a right turn.""",['Right']
"""Adjust your mirrors before turning right.""",['Right']
"""Look for the street sign to turn right.""",['Right']
"""Pass the shopping mall and turn right.""",['Right']
"""Remember to check your mirrors before turning right.""",['Right']
"""Approach the T-intersection and turn right.""",['Right']
"""Prepare to turn right at the upcoming stop sign.""",['Right']
"""Continue straight until the next right turn opportunity.""",['Right']
"""Signal right before changing lanes.""",['Right']
"""Slow down before making a right turn.""",['Right']
"""Pass the church on your right.""",['Right']
"""Change lanes to the right for the exit.""",['Right']
"""Keep to the right to avoid the construction.""",['Right']
"""Slowly edge towards the right curb.""",['Right']
"""Prepare to turn right after the sharp bend in the road.""",['Right']
"""Enter the highway on-ramp to the right.""",['Right']
"""Coordinate with other drivers before merging right.""",['Right']
"""Take a right onto the residential street.""",['Right']
"""Signal your intention to turn right well in advance.""",['Right']
"""Turn right at the traffic circle.""",['Right']
"""Drive slowly to navigate the sharp right curve.""",['Right']
"""After the stoplight, turn right onto the residential street.""",['Right']
"""Approach the highway entrance and turn right to merge.""",['Right']
"""Stay in the right lane to turn at the upcoming corner.""",['Right']
"""You'll see the gas station on your right side.""",['Right']
"""Use your turn signal to indicate a right turn.""",['Right']
"""Turn right at the fork to continue on the main road.""",['Right']
"""There's a sharp right turn up ahead.""",['Right']
"""After the bridge, turn right.""",['Right']
"""Wait for the pedestrian to cross before turning right.""",['Right']
"""Exit right at the upcoming ramp.""",['Right']
"""Scan for pedestrians before making a right turn.""",['Right']
"""Safely navigate the right turn onto the off-ramp.""",['Right']
"""Proceed straight and then turn right.""",['Right']
"""Drive cautiously as you make a right turn.""",['Right']
"""Take the second right after the roundabout.""",['Right']
"""At the fork, keep right.""",['Right']
"""Turn right at the T-intersection.""",['Right']
"""Circle the roundabout and take the right exit.""",['Right']
"""Signal right and turn right at the light.""",['Right']
"""Enter the parking lot and turn right.""",['Right']
"""Exit the roundabout from the right lane.""",['Right']
"""Make a gentle right merge onto the ramp.""",['Right']
"""Approach the traffic light and turn right before it turns red.""",['Right']
"""After the crosswalk, turn right.""",['Right']
"""Change lanes safely to the right.""",['Right']
"""After the bridge, make a right turn.""",['Right']
"""Approach the corner slowly before turning right.""",['Right']
"""Proceed forward and make a right.""",['Right']
"""After the bend, make a right turn.""",['Right']
"""Turn right where the road splits.""",['Right']
"""Go right at the fork in the road.""",['Right']
"""Drive past the park and turn right.""",['Right']
"""Switch to the right lane to make a turn.""",['Right']
"""Use the blinker to indicate a right turn.""",['Right']
"""Pass the school zone on your right.""",['Right']
"""Approach the right curve with reduced speed.""",['Right']
"""Proceed to turn right at the next crossroad.""",['Right']
"""Take the second right after the traffic light.""",['Right']
"""Follow the detour signs to the right.""",['Right']
"""Confirm your destination with a right turn.""",['Right']
"""Watch for oncoming traffic from the right.""",['Right']
"""Proceed down the road and turn right at the fork.""",['Right']
"""Signal right when approaching the railroad crossing.""",['Right']
"""Navigate the right angle turn carefully.""",['Right']
"""Approach the right turn with caution.""",['Right']
"""Stay in the right lane for the upcoming exit.""",['Right']
"""Pass the park and turn right.""",['Right']
"""Exit the roundabout via the right exit.""",['Right']
"""Follow the curve to the right to stay on the road.""",['Right']
"""The right-hand turn is marked with a street sign.""",['Right']
"""Watch out for cyclists before turning right.""",['Right']
"""Take a right onto the highway ramp.""",['Right']
"""At the fork, keep right.""",['Right']
"""Wait for the green light before turning right.""",['Right']
"""Keep an eye out for unexpected road closures when turning right.""",['Right']
"""After the pedestrian crossing, you will need to turn right.""",['Right']
"""Head right at the next intersection.""",['Right']
"""Watch for cyclists as you turn right.""",['Right']
"""Position your car for a safe right turn.""",['Right']
"""Watch for cyclists when turning right.""",['Right']
"""Turn right at the corner with the red building.""",['Right']
"""Turn right at the traffic light.""",['Right']
"""Check your blind spot before turning right.""",['Right']
"""Stay right to avoid the roadwork.""",['Right']
"""Glance over your right shoulder before changing lanes.""",['Right']
"""Proceed straight, then turn right at the stop sign.""",['Right']
"""Signal right before merging lanes.""",['Right']
"""Stay to the right to access the parking lot.""",['Right']
"""Stay right to avoid the construction zone.""",['Right']
"""Follow the signs for the right exit.""",['Right']
"""Turn right at the upcoming traffic lights.""",['Right']
"""Yield to emergency vehicles when turning right.""",['Right']
"""Plan your right turn at the traffic circle.""",['Right']
"""Keep to the right for the upcoming turn.""",['Right']
"""Signal and turn right at the next intersection.""",['Right']
"""A quick glance to the right can prevent accidents.""",['Right']
"""Shift to the rightmost lane for the off-ramp.""",['Right']
"""Drive straight until the road veers right.""",['Right']
"""Keep to the right to let faster cars pass.""",['Right']
"""Follow the road as it veers right.""",['Right']
"""Approach the traffic lights and turn right.""",['Right']
"""Navigate the winding road to the right.""",['Right']
"""After the bend, turn right.""",['Right']
"""Turn right where the road widens.""",['Right']
"""Make a sharp right onto Elm Avenue.""",['Right']
"""Keep right to allow for the bus lane.""",['Right']
"""Take a right onto the one-way street.""",['Right']
"""Look out for the right turn onto Willow Street.""",['Right']
"""Proceed down the alley and turn right.""",['Right']
"""The GPS screen will display the upcoming right turn.""",['Right']
"""Yield to traffic on the right at the roundabout.""",['Right']
"""Utilize your mirrors to monitor traffic before turning right.""",['Right']
"""Take the upcoming right towards the city center.""",['Right']
"""Keep to the right to take the next exit.""",['Right']
"""Exit the roundabout with a right turn.""",['Right']
"""Curve right to follow the bend in the road.""",['Right']
"""Steer right to follow the curve ahead.""",['Right']
"""Give cyclists enough room when turning right.""",['Right']
"""At the T-junction, turn right.""",['Right']
"""Turn right at the next street corner.""",['Right']
"""Turn right onto the service road.""",['Right']
"""Make a right turn at the upcoming stop sign.""",['Right']
"""Follow the detour signs and make a right turn at the intersection.""",['Right']
"""Prepare for the upcoming right-hand bend.""",['Right']
"""Exit the parking lot by turning right.""",['Right']
"""Watch for cars pulling out from the right.""",['Right']
"""Utilize your turn signal when going right.""",['Right']
"""Stay right and turn right at the intersection.""",['Right']
"""Navigate the upcoming curve by turning right.""",['Right']
"""Use your turn signal for the right turn.""",['Right']
"""Turn right at the upcoming junction.""",['Right']
"""Exit onto the service road to the right.""",['Right']
"""Drive past the playground and turn right.""",['Right']
"""Navigate the right turn onto the freeway ramp.""",['Right']
"""Observe all road signs as you approach the right turn.""",['Right']
"""Merge right onto the expressway entrance.""",['Right']
"""Change lanes only when it's safe to move right.""",['Right']
"""Head right at the fork in the road.""",['Right']
"""Observe the right-of-way rules at the intersection.""",['Right']
"""Signal your intention to turn right to inform other drivers.""",['Right']
"""Make a wide right turn at the intersection.""",['Right']
"""Watch for the street sign on the right.""",['Right']
"""Take the rightmost lane for the exit.""",['Right']
"""Keep an eye on the right shoulder.""",['Right']
"""Proceed to the rightmost lane for the exit.""",['Right']
"""Navigate to the right and then turn right.""",['Right']
"""Pass the first street and turn right at the second.""",['Right']
"""Merge right to avoid the upcoming construction zone.""",['Right']
"""Move to the right lane to prepare for the turn.""",['Right']
"""Slow down before approaching the right turn.""",['Right']
"""Follow the road until you reach a right turn.""",['Right']
"""Signal right and change lanes carefully.""",['Right']
"""Merge right after passing the exit.""",['Right']
"""Watch for cyclists on your right side.""",['Right']
"""Turn right towards the scenic overlook.""",['Right']
"""At the intersection, turn right.""",['Right']
"""Turn right onto the cul-de-sac.""",['Right']
"""Exit the freeway to the right.""",['Right']
"""Signal your intention to turn right early.""",['Right']
"""Navigate through the roundabout and turn right at the third exit.""",['Right']
"""Turn right after the railroad crossing.""",['Right']
"""Merge right after the toll booth.""",['Right']
"""Slow down before the right turn.""",['Right']
"""Stay alert for the right turn ahead.""",['Right']
"""Signal right and check your mirrors.""",['Right']
"""Veer right onto the access road.""",['Right']
"""Drive safely and turn right.""",['Right']
"""After the crosswalk, turn right.""",['Right']
"""Keep a safe following distance when turning right.""",['Right']
"""Signal and check for oncoming traffic before turning right.""",['Right']
"""Exit the roundabout using the rightmost lane.""",['Right']
"""Maintain your position in the right lane.""",['Right']
"""Prepare to take the right turn after the hill.""",['Right']
"""Turn right before the bridge.""",['Right']
"""Drive straight ahead until you see the right turn.""",['Right']
"""Follow the curve to the right and watch for pedestrians.""",['Right']
"""Turn right before the railroad tracks.""",['Right']
"""Be mindful of pedestrians when turning right near crosswalks.""",['Right']
"""Shift to the right to let the emergency vehicles pass.""",['Right']
"""Wait for the pedestrian signal to change before turning right.""",['Right']
"""Take a right onto the side road.""",['Right']
"""Turn right at the stop sign.""",['Right']
"""Stay attentive while turning right.""",['Right']
"""Adjust your speed for the upcoming right.""",['Right']
"""Take the upcoming right towards the airport.""",['Right']
"""After the pedestrian crossing, turn right.""",['Right']
"""After the merge, turn right.""",['Right']
"""Wait for the green light before turning right at the intersection.""",['Right']
"""Follow the signs for the right turn lane.""",['Right']
"""Use caution when turning right on a red light.""",['Right']
"""Head right at the next T-junction.""",['Right']
