instruction,action
"""Navigate towards the direction that's not left.""",['Right']
"""Drive towards the east side of the street.""",['Right']
"""Steer towards the eastern destination at the next intersection.""",['Right']
"""Navigate towards the right-turn lane.""",['Right']
"""Continue on the path that points towards the side where the sun sets.""",['Right']
"""Turn towards the side leading to the sunrise.""",['Right']
"""Turn in the starboard direction at the upcoming intersection.""",['Right']
"""Proceed in the direction of the sunset when you reach the fork.""",['Right']
"""Navigate towards the right-hand lane.""",['Right']
"""Veer to the starboard side at the upcoming junction.""",['Right']
"""Head towards the side where the dawn breaks.""",['Right']
"""Navigate to the side facing the sunset.""",['Right']
"""Swerve to the starboard side.""",['Right']
"""Turn towards the right side of the road at the next turn.""",['Right']
"""Stay on the side that goes towards the eastern sunrise.""",['Right']
"""Turn towards the side where the sun sets.""",['Right']
"""Proceed in a clockwise direction at the junction.""",['Right']
"""Curve in the direction of the correct side.""",['Right']
"""Head in the direction pointing eastward.""",['Right']
"""Make a legal turn towards the direction of the sunrise.""",['Right']
"""Head towards the east where the day begins.""",['Right']
"""Proceed eastward at the traffic circle.""",['Right']
"""Shift towards the side facing the east at the next street.""",['Right']
"""Continue on the path that leads towards the east.""",['Right']
"""Veer towards the side that's not left.""",['Right']
"""Navigate your way towards the side where the nightfall approaches.""",['Right']
"""Proceed to the starboard lane.""",['Right']
"""Turn to the side that is not left.""",['Right']
"""Head in the direction facing the morning sun.""",['Right']
"""Drive in the direction of the morning light.""",['Right']
"""Proceed towards the eastward path where the stars guide the way.""",['Right']
"""Go towards the side with the dawn.""",['Right']
"""Drive in the direction of the sunrise.""",['Right']
"""Shift towards the direction of the morning light at the next junction.""",['Right']
"""Proceed towards the direction of the compass needle at the next turn-off.""",['Right']
"""Turn in the direction that's not left.""",['Right']
"""Turn in the direction that symbolizes the morning has arrived.""",['Right']
"""Drive towards the eastern wilderness at the upcoming crossroads.""",['Right']
"""Continue on the path leading to the side where the sun's ascent occurs.""",['Right']
"""Travel towards the side with the sunrise at the upcoming intersection.""",['Right']
"""Continue driving in the direction of the rising sun.""",['Right']
"""Proceed in the direction of the eastward turn.""",['Right']
"""Proceed in the direction where the sun ascends.""",['Right']
"""Turn in the direction of the eastern sunrise.""",['Right']
"""Steer to the side facing the morning sun.""",['Right']
"""Navigate in the direction opposite of left.""",['Right']
"""Head in the clockwise direction to the east side.""",['Right']
"""Move in the direction where the sun shines in the morning.""",['Right']
"""Go straight then turn in the direction of the east.""",['Right']
"""Take a turn in the direction of the eastern river at the upcoming junction.""",['Right']
"""Stay on the lane that leads to the east.""",['Right']
"""Proceed in the direction of the right-turn indicator.""",['Right']
"""Head towards the rightmost lane.""",['Right']
"""Move in the direction of the eastern sky.""",['Right']
"""Proceed in the direction that aligns with the eastern horizon.""",['Right']
"""Steer towards the eastward side of the road.""",['Right']
"""Point your vehicle in the direction of the morning light.""",['Right']
"""Veer towards the side that's opposite of left.""",['Right']
"""Swing to the right-hand side at the next crossroads.""",['Right']
"""Turn to the east side of the street.""",['Right']
"""Head towards the eastward path.""",['Right']
"""Navigate your way towards the side where the moon casts its glow at the next junction.""",['Right']
"""Drive towards the rightward direction.""",['Right']
"""Drive towards the right edge at the upcoming corner.""",['Right']
"""Turn to the eastward direction at the next junction.""",['Right']
"""Follow the route leading to the east.""",['Right']
"""Curve to the east side of the road at the next opportunity.""",['Right']
"""Take a turn towards the eastern horizon at the next intersection.""",['Right']
"""Curve to the right at the upcoming bend in the road.""",['Right']
"""Swerve to the side that is not left.""",['Right']
"""Shift in the direction of the sunrise at the next road bend.""",['Right']
"""Navigate towards the direction where the sun emerges.""",['Right']
"""Continue on the path that leans to the right.""",['Right']
"""Keep driving on the path that goes in the direction of the eastward path.""",['Right']
"""Make a sharp right towards the east.""",['Right']
"""Keep to the side that faces east.""",['Right']
"""Shift your course towards the eastern sunrise at the upcoming intersection.""",['Right']
"""Proceed towards the morning glow side.""",['Right']
"""Drive towards the side facing the eastern horizon at the next intersection.""",['Right']
"""Proceed on the path where the day begins.""",['Right']
"""Switch lanes to the eastern side.""",['Right']
"""Travel in the direction of the eastern sunrise at the next intersection.""",['Right']
"""Make a turn towards the side where the sun ascends.""",['Right']
"""Follow the road towards the eastward path.""",['Right']
"""Head towards the side opposite to the leftward turn.""",['Right']
"""Turn in the direction facing the right.""",['Right']
"""Go towards the side where the sun rises.""",['Right']
"""Head towards the side where the dawn appears.""",['Right']
"""Continue on the path leading towards the side of the moonlit sky.""",['Right']
"""Follow the path leading to the eastern side.""",['Right']
"""Steer towards the south.""",['Right']
"""Swing your vehicle to the opposite of left.""",['Right']
"""Steer towards the starboard lane.""",['Right']
"""Veer to the rightmost path.""",['Right']
"""Steer your car towards the right-hand side.""",['Right']
"""Proceed in the direction of the eastern view at the next street.""",['Right']
"""Shift towards the eastward path at the next street.""",['Right']
"""Go in the direction of the compass point opposite to left.""",['Right']
"""Turn toward the side facing east at the next junction.""",['Right']
"""Direct your vehicle towards the eastern part of the road ahead.""",['Right']
"""Head towards the side of the rising sun.""",['Right']
"""Head in the direction of the early morning.""",['Right']
"""Take the road that leads towards the eastward moonrise at the next crossroads.""",['Right']
"""Steer towards the eastern sun.""",['Right']
"""Proceed towards the side where the sun ascends.""",['Right']
"""Follow the path leading to the east.""",['Right']
"""Head towards the direction that is not left.""",['Right']
"""Maneuver to the side opposite of left.""",['Right']
"""Proceed on the side facing the morning sun.""",['Right']
"""Head towards the eastern edge at the next corner.""",['Right']
"""Make a rightward turn towards the side where the sun rises.""",['Right']
"""Make a rightward maneuver at the following street corner.""",['Right']
"""Navigate in the rightward direction.""",['Right']
"""Follow the route leading towards the eastern dawn at the next junction.""",['Right']
"""Turn towards the side of the eastern horizon.""",['Right']
"""Take a turn to the right-hand side.""",['Right']
"""Turn to the side that points to the east.""",['Right']
"""Go in the direction of the right side where the moon rises.""",['Right']
"""Shift to the right as you enter the roundabout.""",['Right']
"""Choose the path heading towards the east at the upcoming intersection.""",['Right']
"""Drive towards the side that points eastward.""",['Right']
"""Stay on the path that leads eastward.""",['Right']
"""Direct yourself to the side that's not left.""",['Right']
"""Shift to the lane where the sun ascends.""",['Right']
"""Direct your vehicle to the eastern side at the upcoming intersection.""",['Right']
"""Go towards the side that signifies the start of a new day.""",['Right']
"""Turn to the side that's opposite of left.""",['Right']
"""Select the route leading towards the side where the sunrise emerges at the next junction.""",['Right']
"""Navigate towards the east side of the road.""",['Right']
"""Make a curve towards the right side.""",['Right']
"""Drive towards the side facing the sunrise.""",['Right']
"""Direct yourself to the side facing the opposite of left.""",['Right']
"""Navigate towards the side that signifies the starboard direction.""",['Right']
"""Steer in the direction of the clock hands at the upcoming street.""",['Right']
"""Navigate towards the side where the sun rises.""",['Right']
"""Curve towards the side where the day begins.""",['Right']
"""Navigate in the direction facing the right.""",['Right']
"""Turn towards the side of the morning light.""",['Right']
"""Drive towards the side where the stars emerge at the next crossroads.""",['Right']
"""Drive towards the eastern side of the road at the next opportunity.""",['Right']
"""Drive on the route pointing eastward.""",['Right']
"""Guide your vehicle to the starboard lane.""",['Right']
"""Continue driving towards the side illuminated by the morning rays.""",['Right']
"""Proceed in the direction that indicates the morning.""",['Right']
"""Direct your vehicle to the side where the first light appears at the next crossroad.""",['Right']
"""Navigate towards the direction of the eastern mountains at the next intersection.""",['Right']
"""Turn your car to the side that is not left.""",['Right']
"""Head towards the correct side.""",['Right']
"""Go in the direction of the eastern sun.""",['Right']
"""Follow the path leading to the side of the sunrise.""",['Right']
"""Go in the direction that aligns with the eastern sunrise.""",['Right']
"""Proceed in the direction opposite of left.""",['Right']
"""Navigate in the direction where the daybreak begins.""",['Right']
"""Turn towards the eastbound route at the upcoming junction.""",['Right']
"""Make a maneuver to the side where daylight breaks at the next fork.""",['Right']
"""Make a turn to the side opposite of left.""",['Right']
"""Drive in the direction opposite of port at the upcoming junction.""",['Right']
"""Shift towards the side opposite of left.""",['Right']
"""Proceed on the side where the sun ascends.""",['Right']
"""Veer towards the right side of the road.""",['Right']
"""Travel towards the eastern sunrise at the upcoming intersection.""",['Right']
"""Move towards the direction that is not left.""",['Right']
"""Turn towards the side with the sunset at the upcoming crossroads.""",['Right']
"""Proceed in the direction of the fading light at the next intersection.""",['Right']
"""Drive towards the easternmost point at the upcoming traffic light.""",['Right']
"""Navigate towards the right side of the road.""",['Right']
"""Proceed on the route where the sun rises.""",['Right']
"""Proceed towards the side where the day emerges.""",['Right']
"""Navigate towards the rightward direction.""",['Right']
"""Drive towards the east side at the upcoming fork in the road.""",['Right']
"""Stay on the path that goes opposite to the left side.""",['Right']
"""Direct your vehicle towards the eastern end at the upcoming traffic light.""",['Right']
"""Move your vehicle in the rightward direction.""",['Right']
"""Veer towards the direction of the sunrise.""",['Right']
"""Drive on the side where the day breaks.""",['Right']
"""Swing over to the side nearest to the curb.""",['Right']
"""Move in the direction facing the east.""",['Right']
"""Keep on the side that points towards the sunrise.""",['Right']
"""Guide your vehicle to the side where the sunrise happens.""",['Right']
"""Drive in the direction of the east.""",['Right']
"""Drive towards the horizon on the right side.""",['Right']
"""Go towards the eastern horizon.""",['Right']
"""Curve to the rightmost lane at the upcoming crossroad.""",['Right']
"""Navigate towards the side of the road where the daylight fades.""",['Right']
"""Make a legal turn in the correct direction at the upcoming junction.""",['Right']
"""Drive towards the eastward direction.""",['Right']
"""Head towards the side that's opposite of left.""",['Right']
"""Take the road leading towards the eastern dawn at the next junction.""",['Right']
"""Travel towards the right edge of the road.""",['Right']
"""Head towards the clockwise direction.""",['Right']
"""Navigate towards the right side of the road at the next intersection.""",['Right']
"""Make a curve towards the east where daylight emerges.""",['Right']
"""Drive towards the side that faces the eastern horizon.""",['Right']
"""Steer towards the right side of the road.""",['Right']
"""Proceed towards the eastern direction at the crossroads.""",['Right']
"""Continue driving towards the eastern side.""",['Right']
"""Drive towards the direction that leads to the starboard side.""",['Right']
"""Turn in the direction of the rising sun.""",['Right']
"""Turn in the direction of the day's start at the next turn.""",['Right']
"""Steer towards the morning's first light at the next intersection.""",['Right']
"""Shift to the right lane as you approach the junction.""",['Right']
"""Swing your vehicle to the starboard lane.""",['Right']
"""Proceed towards the right side of the road at the next corner.""",['Right']
"""Steer towards the sunrise side at the next turn.""",['Right']
"""Drive in the eastward direction.""",['Right']
"""Navigate towards the eastward path.""",['Right']
"""Go in the direction of the right-hand side at the next junction.""",['Right']
"""Turn towards the side where the day begins.""",['Right']
"""Take the road leading towards the eastern horizon at the next intersection.""",['Right']
"""Go along the path that heads to the side opposite to the left.""",['Right']
"""Make a turn towards the eastward moon at the upcoming turn.""",['Right']
"""Take the path that leads towards the east.""",['Right']
"""Proceed in the direction of the night side at the next turn.""",['Right']
"""Drive towards the side where the sun vanishes at the next turn.""",['Right']
"""Turn in the direction opposite of left.""",['Right']
"""Swing your car in the opposite direction of left.""",['Right']
"""Guide your vehicle to the side where the dawn appears.""",['Right']
"""Shift towards the side where the sun ascends.""",['Right']
"""Steer towards the side leading to the clockwise direction.""",['Right']
"""Make a clockwise turn at the next junction.""",['Right']
"""Head towards the east side of the road.""",['Right']
"""Shift your car to the correct side.""",['Right']
"""Shift towards the direction of the sunrise.""",['Right']
"""Make a maneuver to the starboard side.""",['Right']
"""Drive in the direction where the day starts at the next junction.""",['Right']
"""Turn towards the side of the compass pointing eastward.""",['Right']
"""Drive towards the side that is not left.""",['Right']
"""Follow the road as it bends to the side where the sun rises.""",['Right']
"""Navigate in the direction of the eastward path.""",['Right']
"""Navigate in the direction of the eastern sun.""",['Right']
"""Drive in the direction of the approaching dawn.""",['Right']
"""Drive in the eastwardly direction.""",['Right']
"""Navigate to the eastern side of the intersection.""",['Right']
"""Steer to the side of the compass pointing east.""",['Right']
"""Drive in the direction that is not left.""",['Right']
"""Go towards the side where the sun ascends.""",['Right']
"""Shift your course in the direction of the dawn at the upcoming turn.""",['Right']
"""Proceed in the direction of the sunset.""",['Right']
"""Curve to the side where the morning light begins at the next crossroad.""",['Right']
"""Veer towards the side opposite of left at the upcoming crossroads.""",['Right']
"""Turn towards the eastern part of the street.""",['Right']
"""Head towards the eastbound route at the upcoming intersection.""",['Right']
"""Turn towards the side where the sun rises.""",['Right']
"""Steer towards the starboard direction at the upcoming intersection.""",['Right']
"""Head in the starboardward direction.""",['Right']
"""Shift to the side that's opposite of left.""",['Right']
"""Choose the lane that leads to the eastward destination.""",['Right']
"""Go in the direction of the rising sun.""",['Right']
"""Turn in the starboard direction.""",['Right']
"""Curve in the direction of the rising sun at the next bend.""",['Right']
"""Make a sharp turn towards the east.""",['Right']
"""Shift your trajectory to the eastward direction.""",['Right']
"""Turn towards the direction of the new day.""",['Right']
"""Steer towards the starboard side at the upcoming crossroads.""",['Right']
"""Position yourself towards the sector where the sun emerges.""",['Right']
"""Turn towards the side where the day starts.""",['Right']
"""Proceed to the east side of the road.""",['Right']
"""Proceed on the side where the morning glow emanates.""",['Right']
"""Follow the road as it bends towards the direction of the sunrise.""",['Right']
"""Shift to the side that's not the left-hand side.""",['Right']
"""Choose the path heading towards the eastward sunrise at the upcoming turn.""",['Right']
"""Keep to the east side of the road as you approach the curve.""",['Right']
"""Navigate towards the side where the day starts.""",['Right']
"""Turn towards the right-hand lane.""",['Right']
"""Head in the direction of the eastern side.""",['Right']
"""Turn towards the side with the midnight stars at the upcoming crossroads.""",['Right']
"""Head in the direction opposite of twilight.""",['Right']
"""Steer to the side that's not left.""",['Right']
"""Steer to the starboard side of the road.""",['Right']
"""Travel in the direction where the day begins.""",['Right']
"""Navigate to the eastern side of the road.""",['Right']
"""Continue towards the side where the sun rises.""",['Right']
"""Head towards the east end of the street.""",['Right']
"""Turn towards the side with the night sky at the upcoming crossroads.""",['Right']
"""Go towards the side where the morning glow shines.""",['Right']
"""Shift to the lane that points to the sun rising.""",['Right']
"""Go in the direction that's not left.""",['Right']
"""Make a sharp turn to the starboard side.""",['Right']
"""Continue driving in the direction of the moving shadows.""",['Right']
"""Veer towards the eastward direction at the next junction.""",['Right']
"""Keep on the road that leads to the eastward journey.""",['Right']
"""Proceed towards the eastward side where the twilight begins.""",['Right']
"""Make a maneuver towards the eastern horizon at the upcoming junction.""",['Right']
"""Make a turn towards the starboard direction.""",['Right']
"""Maneuver towards the right side at the upcoming intersection.""",['Right']
"""Head towards the side of the road where shadows are cast.""",['Right']
"""Turn in the direction that signifies the start of a new day.""",['Right']
"""Move in the direction opposite of left.""",['Right']
"""Make a turn towards the eastward darkness at the upcoming intersection.""",['Right']
"""Head in the clockwise direction towards the east.""",['Right']
"""Head in the direction of the sunrise.""",['Right']
"""Go in the direction of the east side.""",['Right']
"""Curve towards the side where the sun sets.""",['Right']
"""Veer off towards the right lane.""",['Right']
"""Go towards the side where the daybreak shines.""",['Right']
"""Direct yourself to the side that's not on the left.""",['Right']
"""Head towards the side where the morning glow radiates.""",['Right']
"""Head in the direction of the eastward path at the next traffic light.""",['Right']
"""Direct your vehicle to the side where the early light appears at the next junction.""",['Right']
"""Take a rightward turn at the next junction.""",['Right']
"""Make a maneuver towards the eastern starlit sky at the upcoming intersection.""",['Right']
"""Proceed in the direction where the sun rises.""",['Right']
"""Steer in the direction opposite of left at the next turn.""",['Right']
"""Continue on the path leading to the side where the day starts.""",['Right']
"""Curve in the direction opposite of left at the next corner.""",['Right']
"""Swing your vehicle to the starboard side.""",['Right']
"""Turn in the direction of the starboard side.""",['Right']
"""Choose the path leading towards the sunrise at the upcoming junction.""",['Right']
"""Continue on the path that leads eastward.""",['Right']
"""Proceed on the path where the morning glow illuminates.""",['Right']
"""Take the next road that leads towards the daylight.""",['Right']
"""Proceed on the side of the compass pointing east.""",['Right']
"""Make a rightward maneuver at the fork in the road.""",['Right']
"""Proceed in the clockwise position.""",['Right']
"""Choose the road that takes you towards the morning light.""",['Right']
"""Steer towards the clockwise direction at the crossroad.""",['Right']
"""Choose the side that points towards the eastern sky.""",['Right']
"""Turn in the direction that's opposite of left.""",['Right']
"""Continue on the path leading to the side with the morning glow.""",['Right']
"""Take the route leading towards the brightening horizon.""",['Right']
"""Shift your vehicle to the right-hand side.""",['Right']
"""Proceed in the direction away from the left-hand side.""",['Right']
"""Drive in the direction of the eastward sun.""",['Right']
"""Continue on the starboard side of the road.""",['Right']
"""Go in the direction of the right side where the evening hues appear.""",['Right']
"""Turn to the starboard side of the road.""",['Right']
"""Take a turn to the side with the morning glow.""",['Right']
"""Make a maneuver to the side where daylight begins at the next fork.""",['Right']
"""Take the road leading to the easternmost direction.""",['Right']
"""Take a turn to the eastward side.""",['Right']
"""Make a turn following the path towards the east.""",['Right']
"""Head in the direction where the sun rises at the upcoming turn.""",['Right']
"""Navigate towards the side facing the sunrise.""",['Right']
"""Navigate towards the sunrise direction.""",['Right']
"""Make a turn towards the rightmost lane.""",['Right']
"""Go towards the direction of the rising sun.""",['Right']
"""Shift towards the side that is not left.""",['Right']
"""Shift your direction to the right side at the next turn.""",['Right']
"""Keep driving towards the side where the sun rises.""",['Right']
"""Follow the path leading to the right.""",['Right']
"""Move to the side opposite of left.""",['Right']
"""Move to the side that's opposite of left.""",['Right']
"""Navigate to the starboard side.""",['Right']
"""Head towards the side where the day breaks.""",['Right']
"""Go towards the east side of the street.""",['Right']
"""Navigate towards the east side.""",['Right']
"""Turn towards the east side at the next road junction.""",['Right']
"""Curve in the direction of the sunrise at the next junction.""",['Right']
"""Navigate towards the direction that's facing the east.""",['Right']
"""Turn right at the corner facing east.""",['Right']
"""Make a turn towards the side facing the dawn at the next opportunity.""",['Right']
"""Navigate towards the side facing the sunrise at the next opportunity.""",['Right']
"""Go in the path where the daylight originates.""",['Right']
"""Go along the side that leads to the sunrise.""",['Right']
"""Swing over to the side that's not left.""",['Right']
"""Move in the direction opposite to the left-hand turn.""",['Right']
"""Proceed towards the side where the day begins anew.""",['Right']
"""Head towards the direction of the horizon.""",['Right']
"""Shift to the lane on the side where the sun rises.""",['Right']
"""Turn right at the corner facing the morning light.""",['Right']
"""Curve towards the right-hand side of the road.""",['Right']
"""Stay on the path heading towards the east.""",['Right']
"""Proceed in the direction opposite to the leftward turn.""",['Right']
"""Go in the direction of the nocturnal creatures at the next intersection.""",['Right']
"""Follow the path that aligns with the eastern horizon.""",['Right']
"""Drive towards the side where the dawn brightens.""",['Right']
"""Head towards the east side of the road at the upcoming intersection.""",['Right']
"""Drive in the direction of the rising sun at the next intersection.""",['Right']
"""Proceed on the route of the first light.""",['Right']
"""Turn in the clockwise direction at the next intersection.""",['Right']
"""Take a rightward maneuver at the upcoming intersection.""",['Right']
"""Steer towards the eastern direction at the upcoming traffic light.""",['Right']
"""Shift to the eastward lane.""",['Right']
"""Proceed in the direction of the emerging dawn.""",['Right']
"""Move towards the side where the day begins.""",['Right']
"""Drive in the path of the morning glow.""",['Right']
"""Proceed towards the starboard side.""",['Right']
"""Proceed in the direction that signifies the direction of the eastern sky.""",['Right']
"""Make a turn towards the eastern horizon.""",['Right']
"""Navigate towards the eastern sky at the next intersection.""",['Right']
"""Shift towards the eastern direction.""",['Right']
"""Drive towards the side that goes in the direction of the starboard.""",['Right']
"""Navigate towards the eastern horizon.""",['Right']
"""Bear to the side where the sun sets at the upcoming turn.""",['Right']
"""Head in the direction of the eastern outlook at the next corner.""",['Right']
"""Proceed in the direction that's facing the right-hand side.""",['Right']
"""Steer to the right-hand side at the next crossroad.""",['Right']
"""Curve to the east.""",['Right']
"""Proceed towards the side where the first light appears.""",['Right']
"""Head towards the side where the first light breaks.""",['Right']
"""Go towards the path that leads eastward.""",['Right']
"""Steer your vehicle to the rightmost side.""",['Right']
"""Navigate to the side that is not left.""",['Right']
"""Curve to the side where the morning light appears at the next crossroad.""",['Right']
"""Turn to the side that faces the sunrise.""",['Right']
"""Make a maneuver towards the side of dawn.""",['Right']
"""Turn towards the east side of the road at the next opportunity.""",['Right']
"""Continue driving towards the starboard direction.""",['Right']
"""Proceed to the eastward side of the road.""",['Right']
"""Head towards the opposite of left.""",['Right']
"""Turn towards the side that leads to the direction opposite to left.""",['Right']
"""Point your vehicle towards the eastern sector.""",['Right']
"""Turn your vehicle towards the right lane.""",['Right']
"""Follow the direction pointing eastward.""",['Right']
"""Move towards the side where daylight breaks at the next junction.""",['Right']
"""Veer towards the side facing the eastern countryside at the next turn.""",['Right']
"""Make a turn to the correct side.""",['Right']
"""Drive in the direction of the eastern wind.""",['Right']
"""Travel in the direction of the clock face at the upcoming street.""",['Right']
"""Follow the path leading towards the eastern horizon.""",['Right']
"""Turn towards the side that leads to the rising sun.""",['Right']
"""Navigate towards the clockwise direction.""",['Right']
"""Curve in the direction of the morning sun at the upcoming roundabout.""",['Right']
"""Curve towards the side where the sun ascends.""",['Right']
"""Head towards the starboard side of the intersection.""",['Right']
"""Alter your path towards the side that welcomes the daylight.""",['Right']
"""Drive towards the side of the road where the sun sets.""",['Right']
"""Turn in the eastward direction.""",['Right']
"""Proceed to the side opposite to the left.""",['Right']
"""Navigate towards the side where the day breaks.""",['Right']
"""Turn towards the side where the sun's ascent happens.""",['Right']
"""Proceed towards the eastern horizon.""",['Right']
"""Proceed to the rightward side of the road.""",['Right']
"""Proceed in the direction of the rising sun.""",['Right']
"""Steer to the right side of the road as you approach the curve.""",['Right']
"""Head towards the direction of the morning glow.""",['Right']
"""Navigate in the direction where the sun climbs.""",['Right']
"""Drive in the direction of the rising sun.""",['Right']
"""Curve in the direction of the morning rays at the next intersection.""",['Right']
"""Take a right turn at the upcoming crossroads.""",['Right']
"""Proceed in the direction of the turning signal.""",['Right']
"""Head towards the eastern horizon at the upcoming turn.""",['Right']
"""Shift towards the side where the sun rises.""",['Right']
"""Make a maneuver towards the eastern direction at the upcoming turn.""",['Right']
"""Proceed in the direction where the sun sets at the next turn.""",['Right']
"""Head towards the direction where the sun appears.""",['Right']
"""Veer towards the side that's not on the left.""",['Right']
"""Proceed to the rightmost lane.""",['Right']
"""Direct yourself to the opposite direction of left.""",['Right']
"""Follow the direction that points to the eastern horizon.""",['Right']
"""Continue on the path that goes towards the direction opposite to the left.""",['Right']
"""Steer towards the right-hand side of the road.""",['Right']
"""Head in the direction opposite of left.""",['Right']
"""Swerve in the direction opposite of left.""",['Right']
"""Navigate to the side with the morning glow.""",['Right']
"""Navigate to the side where the sun rises.""",['Right']
"""Proceed towards the side where the sunlight breaks at the next junction.""",['Right']
"""Make a turn in the direction opposite of port at the upcoming traffic light.""",['Right']
"""Steer towards the edge that faces the sunrise at the next junction.""",['Right']
"""Curve towards the eastern path.""",['Right']
"""Drive towards the side facing the rising sun at the next bend.""",['Right']
"""Curve to the starboard side at the intersection.""",['Right']
"""Guide your vehicle towards the side illuminated by the rising sun.""",['Right']
"""Shift your course towards the eastern sunrise glow at the upcoming crossroad.""",['Right']
"""Head towards the direction where the sun rises.""",['Right']
"""Navigate towards the direction of the sunrise at the next street.""",['Right']
"""Proceed towards the eastern sky.""",['Right']
"""Turn towards the eastern route at the upcoming intersection.""",['Right']
"""Head towards the east where the light first appears.""",['Right']
"""Head towards the right side of the road.""",['Right']
"""Follow the curve to the right.""",['Right']
"""Steer in the direction where the day begins.""",['Right']
"""Follow the road as it bends towards the east.""",['Right']
"""Curve towards the direction of the morning rays.""",['Right']
"""Keep to the side where the day starts when you reach the next turn.""",['Right']
"""Shift towards the rightmost lane.""",['Right']
"""Make a curve towards the dawn side.""",['Right']
"""Head towards the eastward direction at the next street.""",['Right']
"""Shift to the side that's not facing left.""",['Right']
"""Move towards the rightward side of the road.""",['Right']
"""Follow the road as it bends towards the side where the daybreak emerges.""",['Right']
"""Go to the side where the morning light brightens.""",['Right']
"""Make a legal turn to the starboard side.""",['Right']
"""Head to the starboardward side of the road.""",['Right']
"""Continue driving towards the right-turn lane.""",['Right']
"""Turn towards the direction where the sun rises.""",['Right']
"""Continue driving towards the side illuminated by the early sun.""",['Right']
"""Head towards the side where cars drive on the right.""",['Right']
"""Make a turn towards the side that leads to the starboard direction.""",['Right']
"""Take the route leading towards the morning light.""",['Right']
"""Move your car in the opposite direction of left.""",['Right']
"""Maneuver to the side that is not left.""",['Right']
"""Drive in the direction of the approaching daylight.""",['Right']
"""Navigate towards the direction of the dawn.""",['Right']
"""Follow the direction of the eastward sky.""",['Right']
"""Choose the right-hand path at the fork.""",['Right']
"""Steer towards the side where the darkness prevails at the next turn.""",['Right']
"""Drive towards the side where the shadows lengthen at the next junction.""",['Right']
"""Curve towards the side of the road where cars drive on the right.""",['Right']
"""Turn to the starboard side of the street.""",['Right']
"""Keep driving on the side that signifies the right direction.""",['Right']
"""Head in the direction of the lighthouse at the upcoming street corner.""",['Right']
"""Head towards the side that leads to the east.""",['Right']
"""Navigate in the direction where the sun emerges.""",['Right']
"""Turn towards the rightmost part of the road.""",['Right']
"""Make a maneuver towards the eastern sky at the upcoming turn.""",['Right']
"""Curve towards the direction of the new day.""",['Right']
"""Drive in the direction of the setting sun.""",['Right']
"""Head in the direction of the right side where the evening descends.""",['Right']
"""Head in a clockwise direction at the upcoming intersection.""",['Right']
"""Navigate in the direction of the sunrise at the upcoming fork in the road.""",['Right']
"""Head in the way where the sun ascends.""",['Right']
"""Head towards the easternmost lane.""",['Right']
"""Drive in the opposite direction of the left.""",['Right']
"""Drive towards the direction of the sunrise.""",['Right']
"""Steer to the side where the sun ascends.""",['Right']
"""Navigate towards the side facing the eastern shoreline at the next intersection.""",['Right']
"""Shift your position to the starboard side at the next road bend.""",['Right']
"""Navigate in the direction of the dawn at the next turn.""",['Right']
"""Turn in the direction of the morning light.""",['Right']
"""Navigate towards the eastern sun.""",['Right']
"""Turn in the direction of the eastward sky.""",['Right']
"""Head towards the east side of the road at the upcoming turn.""",['Right']
"""Turn to the eastward lane.""",['Right']
"""Drive towards the side where the day breaks.""",['Right']
"""Travel in the direction where the day starts.""",['Right']
"""Head in the direction of the right-hand side where the sun goes down.""",['Right']
"""Go in the direction away from the left.""",['Right']
"""Turn in the direction that's away from the left.""",['Right']
"""Proceed in the clockwise direction at the next roundabout.""",['Right']
"""Take the route leading to the eastward path.""",['Right']
"""Take the next available right-hand turn.""",['Right']
"""Turn in the direction where the sun sets.""",['Right']
"""Make a turn towards the side that signals the dawn.""",['Right']
"""Turn towards the side that points to the eastern horizon.""",['Right']
"""Curve to the eastward path at the next intersection.""",['Right']
"""Swing to the starboard side.""",['Right']
"""Go in the direction where the day breaks.""",['Right']
"""Proceed to the starboardward side of the road.""",['Right']
"""Drive towards the eastern side of the city.""",['Right']
"""Navigate towards the side that is not left.""",['Right']
"""Drive towards the side that's not on the left.""",['Right']
"""Drive on the side where the sun ascends.""",['Right']
"""Choose the path leading eastward.""",['Right']
"""Shift to the opposite of left.""",['Right']
"""Drive towards the side where the sun rises at the next intersection.""",['Right']
"""Make a turn towards the right side of the intersection.""",['Right']
"""Take a rightward detour at the next crossroad.""",['Right']
"""Steer to the starboard side.""",['Right']
"""Make a movement in the direction of the sunrise.""",['Right']
"""Take a rightward turn at the upcoming junction.""",['Right']
"""Proceed on the path leading to the side with the morning light.""",['Right']
"""Head in the direction of the east coast at the next bend.""",['Right']
"""Proceed in the direction of the right angle at the next turn.""",['Right']
"""Shift towards the side where the daybreak rises.""",['Right']
"""Navigate in the direction of the easternmost part of the road.""",['Right']
"""Make a turn towards the right-hand side at the next corner.""",['Right']
"""Curve to the starboard side.""",['Right']
"""Head in the direction of the right-hand side where the darkness falls.""",['Right']
"""Go towards the place where the sun first shows up.""",['Right']
"""Navigate towards the direction of the sunrise.""",['Right']
"""Move your vehicle in the direction of the eastern dawn at the upcoming turn.""",['Right']
"""Guide your vehicle to the side that faces the daybreak.""",['Right']
"""Make a starboard turn at the upcoming junction.""",['Right']
"""Make a sharp turn to the side that's opposite of left.""",['Right']
"""Proceed on the side opposite of left.""",['Right']
"""Proceed on the side where the daybreak occurs.""",['Right']
